;id;loan_amnt;int_rate;grade;emp_title;emp_length;home_ownership;annual_inc;loan_status
2666;68434896;18000;6.49;A;Administratot;10;MORTGAGE;174000;Fully Paid
2667;68494994;11825;24.24;F;Project Manager;8;RENT;85000;Fully Paid
2668;68384913;18225;28.99;G;IT Manager;3;RENT;50000;Charged Off
2669;68394844;9275;19.89;E;Web Developer;0;MORTGAGE;62000;Fully Paid
2670;68374905;7000;8.49;B;;;RENT;46000;Fully Paid
2671;68375062;20000;5.32;A;Wastewater Treatment Plant Operator;4;MORTGAGE;51685.22;Fully Paid
2672;68524910;6000;9.8;B;;0;MORTGAGE;60000;Fully Paid
2673;68514349;12000;10.78;B;Technician;1;RENT;54000;Fully Paid
2674;68585554;19200;15.77;D;Investigator;10;MORTGAGE;113500;Fully Paid
2675;68585601;32625;17.97;D;Manager;0;RENT;68000;Charged Off
2676;67515701;28000;7.91;A;Project Manager;8;MORTGAGE;115000;Fully Paid
2677;68365128;35000;20.5;E;Regulatory Analyst;10;RENT;90000;Fully Paid
2678;68052501;7275;16.59;D;Sales Supervisor;8;MORTGAGE;80000;Fully Paid
2679;68444671;10000;9.8;B;Analyst;9;MORTGAGE;40000;Fully Paid
2680;68504927;25000;13.99;C;Sales Director;2;RENT;150000;Fully Paid
2681;68414882;5000;5.32;A;Branch Manager;10;MORTGAGE;90000;Fully Paid
2682;68403204;20000;8.49;B;Project Specialist;6;MORTGAGE;60000;Fully Paid
2683;68113111;35000;17.27;D;Global Director IT Services;2;MORTGAGE;255000;Fully Paid
2684;68272344;2500;9.17;B;technology architect ;10;MORTGAGE;165000;Fully Paid
2685;68355053;5725;12.88;C;;;OWN;12468;Fully Paid
2686;68585577;12000;10.78;B;Director ;10;OWN;42000;Fully Paid
2687;68474905;14150;16.59;D;Home Health Aide;10;RENT;30798;Charged Off
2688;67859842;22500;13.99;C;Account;9;RENT;45000;Fully Paid
2689;68414957;20000;6.49;A;Accounting;10;OWN;58000;Fully Paid
2690;68535058;10000;14.85;C;Territory Manager;1;RENT;40000;Fully Paid
2691;68535085;5000;11.48;B;Manager;10;MORTGAGE;28000;Fully Paid
2692;68594953;10000;11.48;B;packer-forklft driver;7;RENT;30048;Fully Paid
2693;68464953;5000;13.44;C;Flowrap operator;6;MORTGAGE;35000;Charged Off
2694;68605084;6000;9.8;B;Analyst;5;MORTGAGE;151000;Fully Paid
2695;68062533;15000;9.17;B;;;RENT;60000;Charged Off
2696;68354995;28000;7.91;A;Real Estate Sales;3;RENT;100000;Charged Off
2697;68052523;8525;13.44;C;Central Processing Technician;4;MORTGAGE;60000;Charged Off
2698;68594982;20000;16.59;D;legal auditor;3;RENT;60000;Charged Off
2699;68583823;9000;15.77;D;Transportation Coordinator;10;MORTGAGE;28000;Fully Paid
2700;68282434;20000;18.99;E;Senior Client Services Rep;10;MORTGAGE;92000;Charged Off
2701;68614556;12000;19.48;E;Driver;4;OWN;45000;Fully Paid
2702;68405055;4425;14.85;C;Purchasing Mgr;10;MORTGAGE;48000;Charged Off
2703;68494679;8000;8.49;B;RN;0;MORTGAGE;60000;Fully Paid
2704;68585460;28000;8.49;B;co-manager;10;MORTGAGE;82000;Current
2705;68594449;16000;13.99;C;Registered nurese;2;MORTGAGE;83000;Fully Paid
2706;68338420;26600;19.48;E;Postmaster;9;MORTGAGE;65000;Fully Paid
2707;68535194;9600;11.48;B;operator;4;RENT;60000;Fully Paid
2708;68474862;10800;11.48;B;System Application Analyst;3;RENT;79000;Fully Paid
2709;67940168;5500;6.99;A;Detective;9;MORTGAGE;100000;Fully Paid
2710;68495025;7200;13.99;C;Supervisor;4;RENT;34000;Fully Paid
2711;68434977;15000;11.48;B;Security;2;RENT;65000;Current
2712;68414666;21000;19.89;E;Executive Assistant;3;RENT;66500;Charged Off
2713;67960125;22450;11.48;B;payroll clerk;8;MORTGAGE;56160;Fully Paid
2714;68564913;30000;9.8;B;Adminstrator;5;MORTGAGE;90000;Current
2715;68375103;3000;12.88;C;driver;2;RENT;41000;Charged Off
2716;68514125;17750;9.17;B;Medical Biller;5;MORTGAGE;47000;Fully Paid
2717;68434887;14075;14.85;C;;;MORTGAGE;30600;Charged Off
2718;68584684;11200;13.44;C;;;MORTGAGE;28026;Fully Paid
2719;68575304;11675;17.97;D;RV tech;10;RENT;50000;Fully Paid
2720;68495007;16050;8.49;B;maintenace;0;OWN;43000;Fully Paid
2721;68575139;6000;6.99;A;Mechanical Sound Tech;8;OWN;77000;Fully Paid
2722;68585478;7025;14.85;C;Cashier;10;OWN;23427;Fully Paid
2723;68444682;15000;9.17;B;Foreman;4;MORTGAGE;110000;Fully Paid
2724;68404973;30000;11.99;C;Merchant teller ;10;RENT;77000;Fully Paid
2725;68424852;9200;12.88;C;Sheriff's Deputy;3;MORTGAGE;50000;Fully Paid
2726;68424904;15000;16.59;D;;;OWN;34880;Fully Paid
2727;68434884;10000;14.85;C;ADVANCED MEDICAL SUPPORT ASSISTANT;8;MORTGAGE;39000;Current
2728;68384978;10000;15.77;D;;;RENT;36048;Fully Paid
2729;68414976;10000;8.49;B;Director;10;MORTGAGE;120000;Fully Paid
2730;68384878;15000;11.48;B;Director of Partnership Development;10;MORTGAGE;65000;Fully Paid
2731;68495024;30375;16.59;D;LOGISTICS;7;MORTGAGE;120000;Fully Paid
2732;68413785;18000;9.17;B;Sergeant;10;MORTGAGE;140000;Fully Paid
2733;68485065;10000;6.99;A;Dean;9;RENT;90000;Fully Paid
2734;68375092;35000;11.48;B;Laboratory Manager;3;MORTGAGE;112000;Fully Paid
2735;68444862;21000;9.8;B;Director of National Partnerships;5;MORTGAGE;127000;Fully Paid
2736;68052520;5000;11.99;C;;;MORTGAGE;44268;Fully Paid
2737;68384337;21000;14.85;C;manager;0;OWN;67000;Fully Paid
2738;68464958;7000;8.49;B;Technician;2;MORTGAGE;70000;Charged Off
2739;68545245;20000;9.8;B;Logistics Management Specialist;10;RENT;58000;Fully Paid
2740;68122210;28000;17.97;D;PROJECT MANAGER;10;MORTGAGE;120000;Fully Paid
2741;68535120;25000;16.59;D;Chef/ Manager  Baking;3;RENT;62000;Current
2742;68364478;3600;9.17;B;Admin Manager;10;OWN;65986;Fully Paid
2743;68374921;13925;19.89;E;Operations Manager;10;MORTGAGE;80000;Fully Paid
2744;68514879;20000;21.48;E;VIP Conceirge;0;RENT;120000;Fully Paid
2745;68484931;24925;24.24;F;Area Director;10;RENT;78000;Fully Paid
2746;68394899;30225;28.99;G;Distribution manager;10;RENT;83400;Fully Paid
2747;68384907;9600;6.49;A;owner;10;MORTGAGE;130000;Fully Paid
2748;68474900;12000;8.49;B;Lead Sr Financial Analyst;6;MORTGAGE;100000;Fully Paid
2749;68585504;30000;17.27;D;Real Estate Assistant;1;MORTGAGE;88000;Fully Paid
2750;68385018;16000;12.88;C;Manager;7;MORTGAGE;75000;Current
2751;67715606;10000;9.8;B;AutoCAD Designer;5;RENT;38480;Charged Off
2752;68414988;8000;9.17;B;Senior Accountant;2;RENT;90000;Fully Paid
2753;68585467;5400;14.85;C;Accountant;3;RENT;53000;Fully Paid
2754;68242322;21000;21.48;E;Registered Nurse;3;MORTGAGE;78000;Charged Off
2755;68062546;4800;9.8;B;MEDICAL RECORDS;8;RENT;33000;Fully Paid
2756;68474654;10000;11.48;B;Project Manager;10;MORTGAGE;70000;Fully Paid
2757;68595008;13700;17.97;D;;;RENT;38500;Charged Off
2758;68504872;15000;13.99;C;E-5;8;RENT;62000;Charged Off
2759;68494946;12000;18.49;D;activities/phlebotomist;10;RENT;25000;Current
2760;68394874;12000;7.91;A;;;MORTGAGE;46105;Fully Paid
2761;68504883;8500;6.99;A;Legal Secretary;0;RENT;45000;Fully Paid
2762;67355468;18000;11.99;C;Laborer;10;MORTGAGE;80000;Current
2763;68564758;12500;15.77;D;;;MORTGAGE;25000;Current
2764;67940124;15000;10.78;B;Assistant account manager;4;RENT;35000;Charged Off
2765;68585442;35000;8.49;B;Dept. Educator/MRI Safety Officer;10;OWN;90000;Fully Paid
2766;68525023;8000;6.99;A;Software Engineer;3;RENT;119000;Fully Paid
2767;68474776;18000;13.99;C;Engineer;8;MORTGAGE;90000;Fully Paid
2768;67466729;11425;17.97;D;Driver/Service Tech;2;RENT;38500;Charged Off
2769;68585523;10000;7.49;A;Software Engineer;0;MORTGAGE;115000;Fully Paid
2770;65926273;16000;15.77;D;Groupleader;9;OWN;65000;Current
2771;68515000;20000;12.88;C;Mechanic;2;MORTGAGE;61339;Fully Paid
2772;68515078;12000;7.49;A;;;MORTGAGE;48000;Fully Paid
2773;68444724;23450;15.77;D;Customer Service Manager;10;MORTGAGE;65440;Fully Paid
2774;68414286;19300;15.77;D;Teacher;7;MORTGAGE;42000;Current
2775;68604916;4500;16.59;D;stocker;0;RENT;50000;Charged Off
2776;68544995;23850;19.48;E;Sr. Field Specialist;6;MORTGAGE;53000;Current
2777;68414980;19525;13.44;C;;;MORTGAGE;39072;Fully Paid
2778;68575299;28000;19.89;E;Paramedic;6;MORTGAGE;125000;Fully Paid
2779;68062531;24000;13.99;C;Supervisor, Tech Support Center;1;MORTGAGE;78600;Fully Paid
2780;68414887;35000;17.97;D;foreman;8;MORTGAGE;116000;Fully Paid
2781;68474821;19000;16.59;D;technician;10;MORTGAGE;55000;Fully Paid
2782;68594910;16800;7.91;A;deputy sheriff;9;MORTGAGE;78000;Fully Paid
2783;68474850;10000;7.91;A;Golf Professional;10;MORTGAGE;75000;Fully Paid
2784;68585547;12000;8.49;B;Purchasing Analyst;8;MORTGAGE;52000;Charged Off
2785;68614506;28000;6.49;A;Shareholder;10;MORTGAGE;130000;Fully Paid
2786;68444748;8000;11.99;C;Claims Manager;8;MORTGAGE;48000;Fully Paid
2787;68365168;35000;16.59;D;Licensed Investment Support Specialist;3;OWN;190000;Current
2788;68341395;10200;14.85;C;Supervisor;6;MORTGAGE;37500;Late (31-120 days)
2789;68354986;11000;6.49;A;POLICE OFFICER;3;RENT;62000;Fully Paid
2790;68444808;34300;18.49;D;UAS Instructor Operator;5;RENT;78000;Current
2791;68524603;25000;13.44;C;Business Manager;0;MORTGAGE;176000;Fully Paid
2792;68354910;8000;13.44;C;Wholesaler;4;RENT;95000;Fully Paid
2793;68444858;8000;11.48;B;business development manager;5;MORTGAGE;125000;Fully Paid
2794;68595005;11500;18.49;D;Banker;3;MORTGAGE;32000;Fully Paid
2795;68594045;18025;13.44;C;Program Chair;0;MORTGAGE;48000;Fully Paid
2796;68405009;9400;11.48;B;Insurance Adjuster;10;RENT;100000;Fully Paid
2797;67268552;9000;6.99;A;Surgical Assistant;10;MORTGAGE;75000;Fully Paid
2798;68474871;18000;12.88;C;Agent;10;OWN;49583;Fully Paid
2799;68365098;7700;11.48;B;Administrative Services Manager;5;RENT;90000;Fully Paid
2800;68604959;5000;9.8;B;Landscape Maintenance Supervisor;2;MORTGAGE;47000;Fully Paid
2801;68394966;15000;21.48;E;Practice Manager;8;MORTGAGE;75000;Charged Off
2802;68365029;8000;13.99;C;Teacher;7;OWN;90000;Fully Paid
2803;68364811;8000;13.44;C;Network engineering specialist;10;RENT;98500;Fully Paid
2804;68062504;10000;17.97;D;Postdoctoral Fellow;1;RENT;80000;Fully Paid
2805;68474834;10000;8.49;B;Field Claims Associate;10;RENT;100000;Fully Paid
2806;68604927;15000;12.88;C;Store Manager;10;MORTGAGE;55000;Charged Off
2807;68474789;16000;11.48;B;Store manger;5;RENT;36400;Fully Paid
2808;68384862;28050;18.99;E;Sr Manager of IT;0;RENT;159500;Current
2809;68514870;19200;14.85;C;Utility Operator;5;MORTGAGE;48961;Charged Off
2810;67899961;12000;13.44;C;Case Manager;2;RENT;35000;Fully Paid
2811;68574239;15000;9.17;B;Surgical Technologist ;8;MORTGAGE;50000;Fully Paid
2812;68575206;6000;6.49;A;Manager;10;RENT;90000;Fully Paid
2813;68494864;20000;10.78;B;Chief of Geriatrics;10;MORTGAGE;231000;Fully Paid
2814;68052517;10400;15.77;D;Electrician ;2;RENT;55000;Charged Off
2815;66492246;15000;9.8;B;Real Estate Agent;4;RENT;92000;Fully Paid
2816;68485082;13200;13.99;C;Teacher;8;RENT;60000;Current
2817;68354897;15000;11.99;C;Director ;2;RENT;47000;Fully Paid
2818;68594811;25000;13.44;C;ct tech;3;RENT;70000;Charged Off
2819;68375089;2950;13.99;C;Internet Sales Manager;10;RENT;70000;Fully Paid
2820;68484961;12500;9.17;B;Front office;5;RENT;34000;Fully Paid
2821;68603692;12000;12.88;C;Manager, Health & PublicService;2;MORTGAGE;160000;Charged Off
2822;68545189;35000;13.99;C;Channel Manager - Business Development;4;MORTGAGE;83000;Fully Paid
2823;68614237;11000;19.89;E;Operator;5;RENT;40000;Current
2824;67266486;8800;7.49;A;Territory Manager;8;MORTGAGE;64000;Fully Paid
2825;68434957;30150;21.48;E;Maintenance Mechanic Foreman ;10;MORTGAGE;67000;Current
2826;68374904;24000;6.49;A;Senior Manager;10;MORTGAGE;155000;Fully Paid
2827;68504834;15000;6.49;A;Field Tech;10;MORTGAGE;60000;Fully Paid
2828;68524874;12000;9.8;B;Owner ;5;MORTGAGE;65000;Fully Paid
2829;68354882;24000;9.17;B;Realtor;10;RENT;195000;Charged Off
2830;68614592;7000;6.99;A;Vice President of Compliance ;0;MORTGAGE;79000;Fully Paid
2831;68162131;12000;7.49;A;;;MORTGAGE;41000;Fully Paid
2832;68354213;10100;5.32;A;Customer Service Liaison;10;MORTGAGE;45000;Fully Paid
2833;68384725;10000;9.8;B;Business Analyst ;0;RENT;100000;Late (31-120 days)
2834;68515001;6500;10.78;B;costumer services;0;OWN;22000;Fully Paid
2835;68405093;10000;14.85;C;Contributions Lead;4;MORTGAGE;42000;Fully Paid
2836;68604877;24000;11.48;B;Air Traffic Control Manager;0;MORTGAGE;200000;Current
2837;68354622;15300;22.45;F;water truck drivet;2;OWN;45000;Charged Off
2838;67276179;12000;13.99;C;data analysist;2;RENT;45000;Current
2839;68434738;20000;10.78;B;buyer;10;MORTGAGE;65000;Fully Paid
2840;68604869;15000;10.78;B;VA Benefits advisor;2;MORTGAGE;65000;Fully Paid
2841;68535278;14225;17.97;D;Assistant Store Manager;0;OWN;35600;Charged Off
2842;67848523;12000;9.17;B;School Psychologist ;3;RENT;69824;Current
2843;68424909;11000;9.17;B;Budget Analyst;10;RENT;87000;Charged Off
2844;68384997;18000;5.32;A;Vice President;1;RENT;135000;Fully Paid
2845;68535163;12000;11.99;C;Customer Category Manager;5;RENT;98000;Fully Paid
2846;68524876;6775;11.99;C;owner;10;MORTGAGE;170000;Fully Paid
2847;68414963;33500;13.99;C;Chief Operating Officer;5;MORTGAGE;265000;Charged Off
2848;68575289;12000;11.99;C;electrical apprentice;0;RENT;46000;Fully Paid
2849;68594966;15000;17.97;D;Registered Nurse;6;RENT;69000;Fully Paid
2850;67908865;10000;11.99;C;general manager;10;MORTGAGE;65000;Fully Paid
2851;68535124;28000;18.49;D;Manger Insurance Systems Group;10;OWN;76000;Fully Paid
2852;68394945;1500;13.99;C;Music teacher;10;RENT;48000;Fully Paid
2853;68545181;11825;13.44;C;Accounts Payable;4;RENT;26900;Fully Paid
2854;68375063;2000;13.44;C;Production Control Clerk;0;OWN;33000;Fully Paid
2855;68375075;10000;7.91;A;Principal;10;MORTGAGE;162000;Fully Paid
2856;68062384;16700;8.49;B;President;0;MORTGAGE;42000;Charged Off
2857;68464562;10000;19.48;E;District manager;7;MORTGAGE;67900;Fully Paid
2858;68312852;12000;9.8;B;Director of Music and Worship;6;MORTGAGE;85000;Charged Off
2859;68494651;5000;18.49;D;lab courier;10;OWN;38000;Charged Off
2860;68594660;5000;10.78;B;Mechanic;10;RENT;56000;Fully Paid
2861;67970057;12000;7.49;A;Corporate Trainer;10;RENT;75000;Fully Paid
2862;68563599;8000;11.48;B;Tech aircraft maintenance ;10;MORTGAGE;65000;Fully Paid
2863;68374742;14400;11.99;C;patient care technician;10;MORTGAGE;80000;Fully Paid
2864;68384647;35000;11.99;C;Exec., Strategic Business Development;2;MORTGAGE;116000;Current
2865;67297881;10000;17.27;D;Project Manager;0;RENT;110000;Fully Paid
2866;68339394;15000;13.44;C;Telemetry tech ;10;MORTGAGE;60000;Charged Off
2867;68524608;20000;16.59;D;manager;10;MORTGAGE;100000;Charged Off
2868;68534858;30000;15.77;D;Supervisor;10;MORTGAGE;85000;Charged Off
2869;68464605;25000;14.85;C;Teacher;8;MORTGAGE;81000;Fully Paid
2870;68604731;25000;15.77;D;Principal/Agent/Owner;7;MORTGAGE;105000;Charged Off
2871;68614470;12000;11.99;C;Cyber Security Analyst;10;RENT;70000;Fully Paid
2872;68008525;12000;5.32;A;Pharmacy Manager;9;MORTGAGE;134000;Fully Paid
2873;68484736;15000;8.49;B;owner;10;MORTGAGE;36000;Fully Paid
2874;68373554;20000;6.49;A;Staff Clinician ;2;OWN;75000;Fully Paid
2875;68474517;8400;9.17;B;Teacher;10;MORTGAGE;62000;Fully Paid
2876;68544786;6000;9.8;B;PSE Clerk;1;RENT;24000;Fully Paid
2877;68374868;20000;6.49;A;Product Development Manager;6;MORTGAGE;150000;Fully Paid
2878;68384695;8000;7.49;A;Employment Specialist;3;RENT;46000;Fully Paid
2879;68544867;19675;16.59;D;Senior Marketing Associate;3;MORTGAGE;82000;Fully Paid
2880;68353544;15200;9.8;B;Instructional Coach;5;RENT;55000;Fully Paid
2881;68514618;22000;7.91;A;NQC Instructor;0;RENT;90000;Fully Paid
2882;68394832;12000;17.97;D;Shop/ Manager ;5;MORTGAGE;40000;Fully Paid
2883;68574959;12000;6.49;A;1st Sgt;10;RENT;50000;Fully Paid
2884;68312891;15600;13.99;C;Client Service Associate;0;RENT;60000;Fully Paid
2885;68354757;10000;16.59;D;Service mechanic ;3;MORTGAGE;75000;Fully Paid
2886;68364834;33600;19.48;E;Franchise Business Consultant;8;MORTGAGE;110000;Current
2887;68414336;15000;5.32;A;Accounting Specialist;10;RENT;85000;Fully Paid
2888;68524769;21675;17.27;D;Driver;10;RENT;61000;Fully Paid
2889;68434702;10000;14.85;C;Mortgage Broker;2;MORTGAGE;125000;Charged Off
2890;68212145;24000;6.49;A;Manager of EVS department;3;MORTGAGE;65000;Fully Paid
2891;67879932;13600;19.48;E;Vice President Of Operations;6;MORTGAGE;247000;Fully Paid
2892;68464552;2400;9.17;B;Territory Sales Manager;0;RENT;250000;Fully Paid
2893;68604652;15000;13.99;C;Assistant Manager;10;OWN;70000;Fully Paid
2894;68394786;3425;15.77;D;;;RENT;40000;Fully Paid
2895;68494637;15000;15.77;D;Radio Operator;2;RENT;42000;Current
2896;68544734;5000;6.99;A;sales manager;5;OWN;45000;Fully Paid
2897;68474611;3500;11.48;B;Substitute Teacher;0;RENT;17000;Fully Paid
2898;68494640;15000;14.85;C;Underwriter;1;OWN;60000;Fully Paid
2899;68585187;15000;10.78;B;;;MORTGAGE;45000;Fully Paid
2900;68364729;18000;11.99;C;Area Manager;2;MORTGAGE;120000;Fully Paid
2901;67790122;12875;15.77;D;Office Manger;2;RENT;70000;Fully Paid
2902;68384519;22000;10.78;B;Maintenance mechanic;10;MORTGAGE;100000;Fully Paid
2903;68504657;16000;17.27;D;Elementary Teacher;4;MORTGAGE;32000;Fully Paid
2904;68062488;21000;17.27;D;Truck Driver;2;RENT;83700;Current
2905;67810910;24000;7.49;A;Staff Investigator ;10;OWN;147000;Fully Paid
2906;68404779;5500;6.49;A;Marketing Business Analyst;0;RENT;47000;Fully Paid
2907;68364793;20000;10.78;B;Commercial Underwriter I;3;RENT;82988;Fully Paid
2908;68052415;25000;19.48;E;Nurse Assistant ;0;RENT;50000;Current
2909;68614534;5000;7.49;A;MARKETING ANALYSIS;2;RENT;84000;Fully Paid
2910;68594603;24000;9.17;B;Optometrist;2;RENT;145000;Fully Paid
2911;67605762;32000;12.88;C;Administrator;10;MORTGAGE;180000;Fully Paid
2912;68544971;12000;8.49;B;Process Engineer;10;RENT;130000;Fully Paid
2913;68564756;3400;9.8;B;Statistician II;10;MORTGAGE;45000;Fully Paid
2914;68062471;20000;10.78;B;Cashier/Stocker;7;RENT;50000;Fully Paid
2915;66105841;12000;13.44;C;President;10;RENT;50000;Fully Paid
2916;66650254;16500;8.49;B;Technical Writer;0;RENT;55000;Fully Paid
2917;67526157;14000;11.48;B;Agency Trainer;4;RENT;52000;Fully Paid
2918;68384745;22000;9.8;B;Pacific Sales Manager;7;RENT;80000;Fully Paid
2919;68272523;13800;11.99;C;Sanitation Coordinator ;10;MORTGAGE;50000;Fully Paid
2920;68384765;6000;5.32;A;Teacher;7;MORTGAGE;59000;Fully Paid
2921;68364684;13000;7.91;A;Central Control Systems Operator;10;RENT;60000;Current
2922;68384682;12500;11.99;C;Surgical technologist ;10;MORTGAGE;45000;Fully Paid
2923;68364707;15000;5.32;A;Railroad Safety Signal Inspector;10;OWN;99000;Fully Paid
2924;68585389;12000;21.48;E;manager;1;MORTGAGE;160000;Charged Off
2925;68394695;8000;8.49;B;equity specialist;10;RENT;75000;Fully Paid
2926;68374828;9425;11.99;C;Resident Director;2;RENT;31000;Fully Paid
2927;68484592;20000;13.99;C;mailroom&office services;10;RENT;53000;Fully Paid
2928;68354821;24000;8.49;B;physician;4;MORTGAGE;525000;Fully Paid
2929;67408391;23050;12.88;C;Accountant;3;RENT;60000;Charged Off
2930;68354764;15000;9.8;B;Lead;5;RENT;60000;Fully Paid
2931;68544787;9000;9.17;B;Teacher;5;MORTGAGE;47000;Fully Paid
2932;68494549;15000;10.78;B;;;MORTGAGE;35000;Fully Paid
2933;67445494;10000;11.99;C;Funeral Assistant;8;RENT;35000;Fully Paid
2934;68514630;7200;12.88;C;Head Fine Dining Server;0;RENT;55000;Fully Paid
2935;68524618;7200;10.78;B;Manufacturing  manager;4;MORTGAGE;102000;Fully Paid
2936;68574854;8000;11.99;C;CSR;8;RENT;50000;Fully Paid
2937;68339414;21000;8.49;B;Nurse;10;MORTGAGE;92000;Fully Paid
2938;68464520;6000;10.78;B;Radiology;10;RENT;100000;Fully Paid
2939;68434571;20000;11.99;C;respiratory therapist;10;MORTGAGE;65000;Fully Paid
2940;67165114;24000;5.32;A;Supervisor;10;MORTGAGE;120000;Fully Paid
2941;68394526;14000;13.44;C;Content Management Specialist;5;RENT;40000;Current
2942;68404684;18675;18.49;D;I.T. Specialist;7;RENT;65000;Fully Paid
2943;68414567;24000;11.48;B;SERVER;10;MORTGAGE;95000;Fully Paid
2944;68373599;2500;13.99;C;Registered Nurse;2;RENT;40000;Fully Paid
2945;68172458;10000;17.27;D;;;MORTGAGE;33500;Current
2946;68062396;15000;11.48;B;Director of Cardiovascular & Endocrinolo;2;RENT;155000;Fully Paid
2947;68172856;24000;6.49;A;Sales production & design manager;10;OWN;110000;Fully Paid
2948;68202784;16800;11.99;C;Steward;4;OWN;80000;Fully Paid
2949;68594582;16225;15.77;D;CASEWORDER;3;MORTGAGE;55000;Fully Paid
2950;67889973;31200;11.99;C;Sr Associate;4;RENT;100000;Fully Paid
2951;68524862;10000;8.49;B;Owner;10;MORTGAGE;55000;Fully Paid
2952;68585151;24000;15.77;D;Office Manager;10;MORTGAGE;65000;Charged Off
2953;68464742;35000;14.85;C;Sr Business Intelligence Analyst/Develop;10;MORTGAGE;150000;Charged Off
2954;68052422;35000;14.85;C;Director of Information and Policy Issue;0;RENT;80365;Fully Paid
2955;68464740;16400;7.49;A;Owner/Partner;10;MORTGAGE;80000;Fully Paid
2956;68544714;20000;18.49;D;Aircraft Mechanic ;10;MORTGAGE;54000;Charged Off
2957;68504357;30000;6.99;A;Installation Supervisor;2;RENT;75000;Fully Paid
2958;68504724;24000;6.49;A;Attorney;4;MORTGAGE;145000;Fully Paid
2959;68494833;6000;7.91;A;service writer;2;MORTGAGE;46000;Fully Paid
2960;68404823;15600;9.8;B;Insurance agent ;10;MORTGAGE;54000;Fully Paid
2961;68354614;4000;9.8;B;regional director;9;RENT;80000;Fully Paid
2962;68604781;8000;8.49;B;Vice President;0;RENT;55000;Charged Off
2963;68384777;24000;9.17;B;Director of Veteran Services;1;RENT;100000;Fully Paid
2964;68494774;35000;21.48;E;Chief of Security Operations;2;MORTGAGE;180000;Late (31-120 days)
2965;68494752;22025;18.99;E;Director, Treasury Sales;0;RENT;145000;Fully Paid
2966;68535053;10000;6.49;A;Account Supervisor;10;MORTGAGE;80000;Fully Paid
2967;67398387;14000;13.44;C;Sales manager;2;MORTGAGE;80000;Fully Paid
2968;67545424;35000;11.48;B;Fire Captain;10;MORTGAGE;200000;Current
2969;68585253;17500;14.85;C;;;RENT;93288;Fully Paid
2970;68564576;6500;7.91;A;material inspector;10;MORTGAGE;85000;Fully Paid
2971;68384796;5000;13.99;C;registered nurse;2;RENT;70000;Charged Off
2972;68585404;10000;7.91;A;Pastor;8;RENT;52000;Fully Paid
2973;68524802;9000;11.48;B;Supervisor;10;OWN;128000;Charged Off
2974;68384602;5500;9.17;B;Social Service Clinician;9;MORTGAGE;39000;Fully Paid
2975;68232214;9000;9.8;B;Inside Sales Manager;0;RENT;70000;Fully Paid
2976;68503963;3500;18.49;D;Bus driver ;7;RENT;56000;Fully Paid
2977;68494747;12000;5.32;A;Manager, Account Management;0;RENT;110000;Fully Paid
2978;68504438;25000;9.17;B;Engineering Manager;2;MORTGAGE;140000;Fully Paid
2979;68394613;35000;11.48;B;Facility Adminstrator;10;OWN;110000;Fully Paid
2980;68394730;30000;16.59;D;District Manager ;10;MORTGAGE;125000;Current
2981;68424791;6275;5.32;A;Advertising Manager;0;OWN;60000;Fully Paid
2982;68364917;28000;6.99;A;Executive Director;7;MORTGAGE;425000;Charged Off
2983;68523215;20000;13.44;C;RNCM;3;RENT;80000;Current
2984;68574735;20000;9.17;B;software tester;8;MORTGAGE;48000;Charged Off
2985;68484785;5000;14.85;C;Sales;8;MORTGAGE;90000;Fully Paid
2986;68594565;8325;12.88;C;Medical Assistant ;6;RENT;27000;Charged Off
2987;68494623;17000;10.78;B;Partner;4;MORTGAGE;139000;Fully Paid
2988;68534994;16000;9.8;B;Regional Distribution Liaison;8;RENT;60000;Fully Paid
2989;68444500;8950;8.49;B;doorman;10;MORTGAGE;48000;Fully Paid
2990;68424730;11200;11.48;B;trailer mechanic ;4;MORTGAGE;60000;Fully Paid
2991;67416533;14400;17.97;D;Driver;5;MORTGAGE;40000;Charged Off
2992;68384611;10000;9.8;B;Warehouse Manager;10;RENT;50000;Fully Paid
2993;68524756;18000;15.77;D;Director Administrator;10;RENT;54000;Current
2994;68339381;15100;16.59;D;Operations Analyst;3;MORTGAGE;42000;Current
2995;68414640;24000;11.99;C;Principal;3;MORTGAGE;200000;Current
2996;68484668;8800;15.77;D;Administration ;3;OWN;60000;Charged Off
2997;68340368;20000;14.85;C;Accountant;10;RENT;91255;Fully Paid
2998;68594694;15525;18.99;E;HEALTH UNIT COORDINATOR;10;RENT;37000;Current
2999;67849392;12975;17.97;D;SR. HRIS PROJECT ANALYST;2;MORTGAGE;116000;Fully Paid
3000;68339396;10800;15.77;D;Programmer/Analyst;2;RENT;87261;Fully Paid
3001;66611624;10000;9.8;B;Lift Operator;7;MORTGAGE;46000;Fully Paid
3002;68564566;24000;7.91;A;Teacher/Admin;10;MORTGAGE;250000;Current
3003;68374830;30000;9.17;B;Loan Officer;0;RENT;150000;Charged Off
3004;68394673;4500;11.99;C;ag sales;3;OWN;64000;Fully Paid
3005;68414423;6475;15.77;D;Supervisor;10;MORTGAGE;80000;Fully Paid
3006;68424637;9475;19.48;E;Delivery Driver;5;OWN;50000;Charged Off
3007;68524745;6000;13.44;C;Locomotive Engineer;6;RENT;60000;Fully Paid
3008;68394637;8000;9.17;B;Detective;10;MORTGAGE;53000;Fully Paid
